"Interpreter_of_Maladies;Interpreter of Maladies;Jhumpa Lahiri;Librarians note: An alternate cover edition can be found hereNavigating between the Indian traditions theyve inherited and the baffling new world, the characters in Jhumpa Lahiris elegant, touching stories seek love beyond the barriers of culture and generations. In """"A Temporary Matter,"""" published in The New Yorker, a young Indian-American couple faces the heartbreak of a stillborn birth while their Boston neighborhood copes with a nightly blackout. In the title story, an interpreter guides an American family through the India of their ancestors and hears an astonishing confession. Lahiri writes with deft cultural insight reminiscent of Anita Desai and a nuanced depth that recalls Mavis Gallant.;Short Stories, Fiction, India, Contemporary, Literature, Literary Fiction, Indian Literature, Asia, Adult Fiction, Adult;198;Houghton Mifflin Harcourt;05/22/00;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442586143l/5439._SY475_.jpg;"
"Middlesex;Middlesex;Jeffrey Eugenides;Middlesex tells the breathtaking story of Calliope Stephanides, and three generations of the Greek-American Stephanides family, who travel from a tiny village overlooking Mount Olympus in Asia Minor to Prohibition-era Detroit, witnessing its glory days as the Motor City and the race riots of 1967 before moving out to the tree-lined streets of suburban Grosse Pointe, Michigan. To understand why Calliope is not like other girls, she has to uncover a guilty family secret, and the astonishing genetic history that turns Callie into Cal, one of the most audacious and wondrous narrators in contemporary fiction. Lyrical and thrilling, Middlesex is an exhilarating reinvention of the American epic.;Fiction, Historical Fiction, Contemporary, LGBT, Literary Fiction, Novels, Classics, Literature, Queer, Adult;529;Picador USA;09/16/03;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437029776l/2187._SY475_.jpg;"
"The Stranger;The Stranger;Albert Camus;Through the story of an ordinary man unwittingly drawn into a senseless murder on an Algerian beach, Camus explored what he termed """"the nakedness of man faced with the absurd."""" First published in English in 1946 now in a new translation by Matthew Ward.;Classics, Fiction, Philosophy, France, Literature, Novels, French Literature, School, 20th Century, Literary Fiction;123;Vintage International;03/28/89;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1590930002l/49552._SY475_.jpg;"
"The Master and Margarita;The Master and Margarita;Mikhail Bulgakov;The first complete, annotated English Translation of Mikhail Bulgakovs comic masterpiece.An audacious revision of the stories of Faust and Pontius Pilate, The Master and Margarita is recognized as one of the essential classics of modern Russian literature. The novels vision of Soviet life in the 1930s is so ferociously accurate that it could not be published during its authors lifetime and appeared only in a censored edition in the 1960s. Its truths are so enduring that its language has become part of the common Russian speech.One hot spring, the devil arrives in Moscow, accompanied by a retinue that includes a beautiful naked witch and an immense talking black cat with a fondness for chess and vodka.;Classics, Fiction, Russia, Fantasy, Russian Literature, Magical Realism, Literature, Novels, Historical Fiction, 20th Century;335;Vintage International;03/28/96;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327867963l/117833.jpg;"
"The Name of the Wind;The Name of the Wind;Patrick Rothfuss;Told in Kvothes own voice, this is the tale of the magically gifted young man who grows to be the most notorious wizard his world has ever seen. The intimate narrative of his childhood in a troupe of traveling players, his years spent as a near-feral orphan in a crime-ridden city, his daringly brazen yet successful bid to enter a legendary school of magic, and his life as a fugitive after the murder of a king form a gripping coming-of-age story unrivaled in recent literature. A high-action story written with a poets hand, The Name of the Wind is a masterpiece that will transport readers into the body and mind of a wizard.;Fantasy, Fiction, Epic Fantasy, High Fantasy, Magic, Science Fiction Fantasy, Adult, Adventure, Audiobook, Epic;662;Penguin Group DAW;04/28/07;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515589515l/186074._SX318_.jpg;"
"The Shining;The Shining;Stephen King;Jack Torrances new job at the Overlook Hotel is the perfect chance for a fresh start. As the off-season caretaker at the atmospheric old hotel, hell have plenty of time to spend reconnecting with his family and working on his writing. But as the harsh winter weather sets in, the idyllic location feels ever more remote...and more sinister. And the only one to notice the strange and terrible forces gathering around the Overlook is Danny Torrance, a uniquely gifted five-year-old.;Horror, Fiction, Thriller, Classics, Fantasy, Mystery, Paranormal, Suspense, Novels, Adult;659;New English Library;07/01/80;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353277730l/11588.jpg;"
"The Secret Keeper;Home to Hickory Hollow; Beverly Lewis;Name in Amish FictionWith her love for all things old-fashioned, Jennifer Burns has often been told shes an old soul, but no one is prepared for the young womans decision to set aside her modern life in favor of the Old Order Amish world. Yet Jenny does exactly that, adopting Plain dress and settling in with Samuel and Rebecca Lapp while she works as a mothers helper for the bishops wife a far cry from her former job as an x-ray technician.The people of Hickory Hollow are curious about the beautiful young seeker among them, one handsome Amishman in particular. But he is not the only man vying for Jennys affections, and Jenny faces many challenges in the Proving time the brethren have set for her...challenges of the heart, as well as the spirit.Will Jennys secrets keep her from the peace she longs for? Or will they lead the way home?;Amish, Christian Fiction, Fiction, Amish Fiction, Romance, Christian, Christian Romance, Adult, Inspirational, Womens Fiction;336;Bethany House Publishers;09/03/13;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1374635560l/17384514.jpg;"
"Jane Austen Fashion;Jane Austen Fashion;Penelope Byrde;Jane Austen loved clothes, and followed fashion with enthusiasm. She was also an expert needlewoman. Her novels use the clothes people wore and their attitudes to dress to convey their characters. Her lively letters, extensively quoted, are full of shopping trips and visits to dressmakers. Penelope Byrde, an expert in the costume of the time, explains all, from corsets to topcoats: how clothes were made and bought, what they cost, and what was worn when and by whom.;Nonfiction, History, Fashion, Regency;128;Excellent Press;09/23/99;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1172370625l/169849.jpg;"
"North Dallas Forty;North Dallas Forty;Peter Gent;This book is a fictional account of eight harrowing days in the life of a professional football player.;Sports, Fiction, Football, Novels, Humor, Media Tie In, Literary Fiction, Literature, Contemporary;314;Sport Media Publishing;09/04/03;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1180312296l/1024581._SX318_.jpg;"
"Anasazi;Sense of Truth;Emma Michaels;Anasazi, sequel to The Thirteenth Chime by Emma Michaels: One year ago, something happened to David. Following the only clue he had he headed out into the desert. Now he has asked me to come see him. But when I arrived, he was gone. The people in town claim they have never heard of him and everyone wants me to leave.But I know he was here and he is in trouble.He cant survive out there for long. Can he?David. I will find you.;Mystery,Young Adult;694;New English Library;08/05/11;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309015472l/11836711.jpg;"
"Flowers for Algernon;Flowers for Algernon;Daniel Keyes;The story of a mentally disabled man whose experimental quest for intelligence mirrors that of Algernon, an extraordinary lab mouse. In diary entries, Charlie tells how a brain operation increases his IQ and changes his life. As the experimental procedure takes effect, Charlies intelligence expands until it surpasses that of the doctors who engineered his metamorphosis. The experiment seems to be a scientific breakthrough of paramount importance until Algernon begins his sudden, unexpected deterioration. Will the same happen to Charlie.;Fiction, Classics, Science Fiction, Young Adult, Literature, Psychology, School, Novels, Adult, Read For School;216;Hugo Award Nominee for Best Novel;04/28/59;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1510416245l/36576608.jpg;"
"On the Road;Duluoz Legend;Jack Kerouac;A quintessential novel of America & the Beat Generation On the Road chronicles Jack Kerouacs years traveling the N. American continent with his friend Neal Cassady,a sideburned hero of the snowy West. As Sal Paradis &Dean Moriarty, the two roam the country in a quest for self-knowledge & experience. Kerouacs love of America, compassion for humanity & sense of language as jazz combine to make On the Road an inspirational work of lasting importance. This classic novel of freedom & longing defined what it meant to be Beat & has inspired every generation since its initial publication.;Classics, Fiction, Travel, Literature, Novels, American, Adventure, 20th Century, Unfinished, Modern Classics;307;Hugo Award Nominee for Best Novel;01/01/76;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413588576l/70401.jpg;"
